1,908734,1
2,824577,1
3,915666,1
4,985326,1
5,1038344,1
6,994918,1
7,1175148,1
8,1122472,1
9,846332,1
10,996727,1
11,1117590,1
12,843343,1
13,1074843,1
14,949724,1
15,1124071,1
16,1113847,1
17,925350,1
18,1029457,1
19,1155278,1
20,868319,1
21,1075366,1
22,955001,1
23,978847,1
24,938014,1
25,1161900,1
26,817870,1
27,995012,1
28,1149502,1
29,1125130,1
30,1018784,1
31,1061349,1
32,910134,1
33,1108963,1
34,1113459,1
35,992182,1
36,840698,1
37,1199971,1
38,1060841,1
39,936525,1
40,1175230,1
41,1119996,1
42,1061285,1
43,804619,1
44,815288,1
45,824200,1
46,830435,1
47,1162223,1
48,1199198,1
49,986881,1
50,1182762,1
51,931496,1
52,1151158,1
53,1172742,1
54,1041102,1
55,954961,1
56,965103,1
57,936666,1
58,1091197,1
59,1014424,1
60,1128582,1
61,1129914,1
62,1100774,1
63,817832,1
64,978452,1
65,989266,1
66,1030863,1
67,813946,1
68,1135531,1
69,1114791,1
70,1151011,1
71,1147546,1
72,962563,1
73,1000138,1
74,905080,1
75,882829,1
76,912924,1
77,875092,1
78,1065943,1
79,1113624,1
80,1064841,1
81,1002093,1
82,1063039,1
83,807869,1
84,826637,1
85,1119513,1
86,1089015,1
87,923231,1
88,1118156,1
89,1170976,1
90,898839,1
91,961836,1
92,1130116,1
93,877632,1
94,935595,1
95,1173670,1
96,958932,1
97,923736,1
98,1047178,1
99,837291,1
100,965089,1
101,1127014,1
102,973773,1
103,1054787,1
104,1059399,1
105,957747,1
106,881568,1
107,1157950,1
108,991425,1
109,949595,1
110,1179575,1
111,1089338,1
112,857769,1
113,929434,1
114,918180,1
115,1027650,1
116,844337,1
117,976543,1
118,1148719,1
119,800559,1
120,1073779,1
121,1078816,1
122,1067564,1
123,873108,1
124,842191,1
125,1092481,1
126,1102588,1
127,835223,1
128,971909,1
129,1124360,1
130,1068099,1
131,844071,1
132,814429,1
133,912451,1
134,825569,1
135,1189417,1
136,1145301,1
137,1031129,1
138,1019461,1
139,1024058,1
140,821230,1
141,1026565,1
142,905248,1
143,866410,1
144,919764,1
145,926546,1
146,929047,1
147,957990,1
148,1037834,1
149,884974,1
150,1124736,1
151,1065841,1
152,1171054,1
153,900934,1
154,1009147,1
155,838031,1
156,861078,1
157,1151929,1
158,1012283,1
159,1000675,1
160,1017952,1
161,841840,1
162,1114459,1
163,1188181,1
164,1058710,1
165,803116,1
166,932999,1
167,968017,1
168,832056,1
169,868140,1
170,1090978,1
171,990136,1
172,932520,1
173,853164,1
174,854906,1
175,940447,1
176,1038294,1
177,877464,1
178,804774,1
179,802436,1
180,1031181,1
181,1174753,1
182,1082884,1
183,858236,1
184,878326,1
185,1032589,1
186,926306,1
187,1088109,1
188,1040577,1
189,966082,1
190,913527,1
191,1126626,1
192,944767,1
193,1097312,1
194,996234,1
195,883764,1
196,1152385,1
197,1110235,1
198,804885,1
199,1198152,1
200,1181534,1
201,829989,1
202,887573,1
203,865149,1
204,921165,1
205,1114884,1
206,943741,1
207,880568,1
208,964023,1
209,848164,1
210,1099678,1
211,848083,1
212,1122652,1
213,1079458,1
214,1022506,1
215,903389,1
216,1173355,1
217,1142630,1
218,1050363,1
219,811289,1
220,957446,1
221,823931,1
222,1174202,1
223,1009829,1
224,1142565,1
225,1010933,1
226,911446,1
227,904854,1
228,889675,1
229,1140304,1
230,884496,1
231,873782,1
232,911519,1
233,969734,1
234,1001089,1
235,1170673,1
236,810910,1
237,1091243,1
238,935013,1
239,1063527,1
240,1163104,1
241,987593,1
242,1124748,1
243,1085330,1
244,1071903,1
245,928331,1
246,951670,1
247,1133003,1
248,936324,1
249,1191282,1
250,850591,1
251,1108248,1
252,997021,1
253,808266,1
254,1167691,1
255,1142033,1
256,1020756,1
257,858277,1
258,809611,1
259,1083470,1
260,844223,1
261,1150216,1
262,1001126,1
263,1198081,1
264,811067,1
265,1082336,1
266,1194572,1
267,1197889,1
268,1093768,1
269,1066933,1
270,1197398,1
271,1172718,1
272,1065049,1
273,1074028,1
274,940369,1
275,1049569,1
276,1161418,1
277,1177619,1
278,993893,1
279,1074345,1
280,885462,1
281,948200,1
282,922631,1
283,1160504,1
284,957501,1
285,939103,1
286,996429,1
287,1026063,1
288,1024415,1
289,980093,1
290,1042589,1
291,926023,1
292,1180659,1
293,835432,1
294,985834,1
295,1076137,1
296,1125201,1
297,1133746,1
298,1197422,1
299,1068800,1
300,975111,1
301,1107982,1
302,937561,1
303,1063595,1
304,1093088,1
305,1198170,1
306,1051545,1
307,1149877,1
308,1035138,1
309,1100465,1
310,973841,1
311,939642,1
312,818034,1
313,989833,1
314,1147095,1
315,1067931,1
316,985072,1
317,849876,1
318,852385,1
319,1033799,1
320,1187303,1
321,1005662,1
322,856916,1
323,1032444,1
324,1029739,1
325,1119685,1
326,1083783,1
327,1073601,1
328,1069310,1
329,861681,1
330,997483,1
331,1185805,1
332,953797,1
333,1002366,1
334,1165305,1
335,1110585,1
336,1180144,1
337,826876,1
338,1170052,1
339,1144008,1
340,929185,1
341,872113,1
342,905670,1
343,960227,1
344,912719,1
345,1122133,1
346,1124388,1
347,1168058,1
348,1024042,1
349,1098597,1
350,1173042,1
351,1043783,1
352,883253,1
353,983786,1
354,995823,1
355,1166890,1
356,904008,1
357,826993,1
358,957981,1
359,1147379,1
360,1103225,1
361,990366,1
362,851103,1
363,1009327,1
364,1131701,1
365,816682,1
366,890897,1
367,819051,1
368,836879,1
369,1166378,1
370,1087130,1
371,1061592,1
372,1001274,1
373,1193733,1
374,983992,1
375,1194804,1
376,823312,1
377,811588,1
378,986594,1
379,1157812,1
380,997047,1
381,910945,1
382,1004554,1
383,1028832,1
384,1065309,1
