1,A,0.02
2,A,0.02
3,A,0.02
4,A,0.02
5,A,0.02
6,A,0.02
7,A,0.02
8,A,0.02
9,A,0.02
10,A,0.02
11,A,0.02
12,A,0.02
13,A,0.02
14,A,0.02
15,A,0.02
16,A,0.02
17,A,0.02
18,A,0.02
19,A,0.02
20,A,0.02
21,A,0.02
22,A,0.02
23,A,0.02
24,A,0.02
25,A,0.02
26,A,0.02
27,A,0.02
28,A,0.02
29,A,0.02
30,A,0.02
31,A,0.02
32,A,0.02
33,A,0.02
34,A,0.02
35,A,0.02
36,A,0.02
37,A,0.02
38,A,0.02
39,A,0.02
40,A,0.02
41,A,0.02
42,A,0.02
43,A,0.02
44,A,0.02
45,A,0.02
46,A,0.02
47,A,0.02
48,A,0.02
49,A,0.02
50,A,0.02
51,A,0.02
52,A,0.02
53,A,0.02
54,A,0.02
55,A,0.02
56,A,0.02
57,A,0.02
58,A,0.02
59,A,0.02
60,A,0.02
61,A,0.02
62,A,0.02
63,A,0.02
64,A,0.02
65,A,0.02
66,A,0.02
67,A,0.02
68,A,0.02
69,A,0.02
70,A,0.02
71,A,0.02
72,A,0.02
73,A,0.02
74,A,0.02
75,A,0.02
76,A,0.02
77,A,0.02
78,A,0.02
79,A,0.02
80,A,0.02
81,A,0.02
82,A,0.02
83,A,0.02
84,A,0.02
85,A,0.02
86,A,0.02
87,A,0.02
88,A,0.02
89,A,0.02
90,A,0.02
91,A,0.02
92,A,0.02
93,A,0.02
94,A,0.02
95,A,0.02
96,A,0.02
97,A,0.02
98,A,0.02
99,A,0.02
100,A,0.02
101,A,0.02
102,A,0.02
103,A,0.02
104,B,0.04
105,B,0.04
106,B,0.04
107,B,0.04
108,B,0.04
109,B,0.04
110,B,0.04
111,B,0.04
112,B,0.04
113,B,0.04
114,B,0.04
115,B,0.04
116,B,0.04
117,B,0.04
118,B,0.04
119,B,0.04
120,B,0.04
121,B,0.04
122,B,0.04
123,B,0.04
124,B,0.04
125,B,0.04
126,B,0.04
127,B,0.04
128,B,0.04
129,B,0.04
130,B,0.04
131,B,0.04
132,B,0.04
133,B,0.04
134,B,0.04
135,B,0.04
136,B,0.04
137,B,0.04
138,B,0.04
139,B,0.04
140,B,0.04
141,B,0.04
142,B,0.04
143,B,0.04
144,B,0.04
145,B,0.04
146,B,0.04
147,B,0.04
148,B,0.04
149,B,0.04
150,B,0.04
151,B,0.04
152,B,0.04
153,B,0.04
154,B,0.04
155,C,0.06
156,C,0.06
157,C,0.06
158,C,0.06
159,C,0.06
160,C,0.06
161,C,0.06
162,C,0.06
163,C,0.06
164,C,0.06
165,C,0.06
166,C,0.06
167,C,0.06
168,C,0.06
169,C,0.06
170,C,0.06
171,C,0.06
172,C,0.06
173,C,0.06
174,C,0.06
175,C,0.06
176,C,0.06
177,C,0.06
178,C,0.06
179,C,0.06
180,C,0.06
181,D,0.08
182,D,0.08
183,D,0.08
184,D,0.08
185,D,0.08
186,D,0.08
187,D,0.08
188,D,0.08
189,D,0.08
190,D,0.08
191,D,0.08
192,D,0.08
193,D,0.08
194,E,0.1
195,E,0.1
196,E,0.1
197,E,0.1
198,E,0.1
199,E,0.1
200,E,0.1
