1,224,F
1,315,F
1,344,F
1,467,S
1,469,S
1,540,S
1,757,F
1,789,F
1,806,F
2,197,S
2,252,S
2,343,F
2,378,F
2,447,S
2,478,S
2,591,S
2,73,F
2,777,S
2,903,S
2,972,F
3,128,S
3,134,S
3,136,S
3,158,F
3,250,S
3,39,S
3,414,F
3,446,F
3,478,F
3,498,F
3,504,F
3,541,S
3,722,F
3,844,S
3,97,S
4,101,S
4,127,F
4,252,F
4,444,S
4,538,S
4,74,F
4,913,S
5,108,F
5,108,S
5,220,S
5,311,S
5,41,F
5,597,F
5,621,S
5,695,F
5,697,F
5,806,S
5,875,F
6,260,F
6,65,S
6,781,S
6,870,S
6,931,S
6,993,F
7,159,F
7,170,S
7,2,F
7,254,F
7,416,F
7,434,S
7,441,S
7,560,S
7,652,F
7,687,F
7,690,S
7,721,F
7,75,F
7,879,F
7,93,S
8,200,S
8,288,S
8,294,S
8,381,F
8,539,S
8,590,S
8,713,S
8,749,F
8,759,F
8,76,F
8,787,S
8,818,S
9,195,S
9,318,F
9,448,S
9,496,S
9,596,S
9,790,F
9,976,F
9,999,F
10,186,S
10,189,F
10,232,F
10,290,F
10,312,S
10,563,F
10,631,S
10,713,F
10,811,F
10,850,F
10,965,F
10,966,S
10,968,S
11,229,F
11,311,F
11,66,F
12,12,F
12,162,S
12,221,F
12,251,F
12,313,S
12,472,S
12,500,F
12,630,S
12,683,S
12,746,F
12,9,F
13,199,S
13,254,S
13,384,S
13,404,F
13,406,F
13,438,S
13,602,F
13,64,S
13,662,S
13,748,S
13,775,F
13,843,S
13,966,F
14,323,F
14,445,S
14,471,S
14,475,F
14,603,F
14,692,F
14,750,F
14,751,F
14,790,S
14,872,F
14,937,F
14,967,F
15,15,S
15,160,S
15,217,F
15,279,S
15,324,F
15,348,F
15,379,S
15,502,S
15,622,F
15,778,S
15,96,S
16,291,F
16,316,S
16,497,F
16,528,S
16,629,F
16,752,F
16,870,F
16,908,S
17,374,S
17,383,F
17,468,S
17,535,S
17,569,S
17,628,S
17,71,S
17,782,F
17,817,F
17,837,F
18,263,F
18,263,S
18,282,S
18,319,F
18,35,F
18,573,S
18,602,S
18,723,S
18,754,S
18,935,S
18,993,S
19,190,S
19,228,F
19,441,F
19,565,S
19,656,F
19,820,F
19,909,S
19,933,F
20,137,F
20,159,S
20,168,F
20,342,F
20,414,S
20,970,S
21,349,F
21,352,S
21,387,F
21,532,S
21,748,F
21,816,S
21,877,S
21,975,F
22,106,S
22,135,F
22,196,F
22,284,F
22,375,F
22,440,F
22,625,S
22,682,F
22,881,S
23,382,F
23,42,S
23,535,F
23,559,S
23,686,S
23,694,S
23,758,F
23,785,S
24,164,S
24,168,S
24,438,F
24,696,F
24,721,S
24,994,S
24,997,S
25,33,S
25,43,S
25,755,F
25,851,S
25,911,F
26,1,S
26,124,S
26,165,F
26,283,S
26,288,F
26,355,S
26,466,S
26,473,S
26,508,S
26,542,S
26,837,S
26,904,S
26,976,S
27,410,F
27,437,F
27,470,S
27,655,S
27,686,F
27,70,S
27,780,S
27,98,S
28,1,F
28,134,F
28,230,S
28,262,F
28,314,S
28,347,S
28,406,S
28,449,S
28,563,S
28,572,S
28,657,F
28,687,S
28,728,S
29,132,S
29,253,F
29,344,S
29,436,F
29,442,F
29,62,F
29,665,S
29,726,F
29,910,S
30,136,F
30,219,S
30,3,F
30,355,F
30,626,S
30,659,F
30,695,S
30,784,F
30,810,S
31,219,F
31,279,F
31,601,S
31,623,S
31,7,S
31,714,S
31,716,S
31,724,S
31,76,S
31,779,F
31,9,S
31,910,F
32,162,F
32,163,S
32,187,F
32,231,S
32,261,S
32,384,F
32,403,S
32,537,F
32,589,S
32,753,S
32,812,S
32,962,F
32,973,F
33,12,S
33,196,S
33,280,F
33,32,F
33,351,F
33,442,S
33,480,S
33,561,F
33,632,S
33,688,S
33,933,S
33,975,S
33,998,F
34,218,F
34,281,F
34,417,S
34,470,F
34,655,F
34,745,S
34,747,S
34,775,S
34,848,F
34,934,F
34,936,F
34,96,F
34,999,S
35,169,F
35,316,F
35,322,F
35,448,F
35,510,S
35,902,F
36,102,F
36,187,S
36,293,S
36,39,F
36,40,S
36,412,S
36,415,S
36,435,S
36,473,F
36,540,F
36,572,F
36,596,F
36,69,F
36,812,F
36,815,S
36,838,S
36,941,F
37,224,S
37,325,F
37,529,F
37,652,S
37,935,F
37,973,S
38,324,S
38,349,S
38,372,F
38,386,F
38,387,S
38,664,S
38,817,S
38,841,S
38,842,S
38,932,F
38,964,F
38,992,S
39,14,F
39,199,F
39,536,F
39,816,F
39,900,S
39,931,F
39,963,S
40,100,F
40,158,S
40,37,F
40,372,S
40,471,F
40,632,F
40,656,S
40,725,S
40,852,S
40,871,S
40,908,F
41,186,F
41,195,F
41,223,S
41,282,F
41,319,S
41,415,F
41,539,F
41,688,F
41,69,S
41,759,S
41,783,F
41,841,F
41,879,S
41,900,F
41,941,S
42,132,F
42,166,F
42,286,S
42,598,S
42,603,S
42,658,F
42,813,F
42,974,S
43,101,F
43,107,S
43,156,S
43,190,F
43,256,S
43,354,F
43,403,F
43,63,S
43,785,F
43,930,S
43,974,F
44,192,S
44,317,F
44,32,S
44,4,S
44,405,S
44,443,F
44,567,S
44,697,S
44,757,S
44,808,F
44,868,F
44,942,S
44,970,F
45,1000,S
45,130,S
45,192,F
45,218,S
45,221,S
45,225,S
45,248,F
45,281,S
45,404,S
45,595,F
45,693,S
45,777,F
45,783,S
46,124,F
46,222,F
46,570,F
46,594,S
46,66,S
46,869,F
47,131,S
47,137,S
47,343,S
47,348,S
47,38,F
47,559,F
47,744,S
47,961,F
48,10,S
48,193,S
48,228,S
48,258,S
48,4,F
48,446,S
48,564,F
48,601,F
48,661,S
48,683,F
48,719,F
48,750,S
48,814,F
48,818,F
48,838,F
48,847,F
48,903,F
49,1000,F
49,125,F
49,321,F
49,386,S
49,466,F
49,531,S
49,562,S
49,593,S
49,598,F
49,723,F
49,883,F
49,94,F
50,198,F
50,232,S
50,315,S
50,353,S
50,439,S
50,46,S
50,533,F
50,597,S
50,65,F
50,691,F
50,692,S
50,809,F
50,819,S
50,840,F
50,846,S
50,874,S
51,10,F
51,374,F
51,42,F
51,477,F
51,506,S
51,541,F
51,6,F
51,630,F
51,654,S
51,67,S
51,684,F
51,725,F
51,839,S
51,94,S
52,133,F
52,222,S
52,294,F
52,317,S
52,322,S
52,341,S
52,444,F
52,502,F
52,717,F
52,883,S
52,907,F
53,156,F
53,285,S
53,621,F
53,633,F
53,727,F
53,753,F
53,899,S
54,127,S
54,13,S
54,284,S
54,289,F
54,530,S
54,693,F
54,776,S
54,844,F
54,881,F
55,229,S
55,293,F
55,418,F
55,435,F
55,620,S
55,821,S
55,913,F
56,104,F
56,135,S
56,198,S
56,479,S
56,944,F
56,944,S
57,258,F
57,3,S
57,310,F
57,408,S
57,413,S
57,418,S
57,45,F
57,477,S
57,496,F
57,945,F
57,969,S
58,255,S
58,259,F
58,377,S
58,409,F
58,411,S
58,534,S
58,558,F
58,6,S
58,663,F
58,722,S
58,971,S
58,972,S
59,165,S
59,220,F
59,261,F
59,536,S
59,542,F
59,728,F
59,878,F
59,994,F
60,126,F
60,157,S
60,2,S
60,257,F
60,310,S
60,33,F
60,345,F
60,350,F
60,623,F
60,624,F
60,653,S
60,696,S
60,906,S
60,95,S
61,191,S
61,217,S
61,533,S
61,593,F
61,604,F
61,810,F
62,283,F
62,341,F
62,353,F
62,5,F
62,558,S
62,571,S
62,658,S
62,685,S
62,849,F
62,963,F
63,169,S
63,346,S
63,375,S
63,560,F
63,666,F
63,788,S
63,880,F
63,99,F
64,188,F
64,383,S
64,808,S
64,839,F
64,846,F
65,14,S
65,413,F
65,465,S
65,530,F
65,537,S
65,591,F
65,634,S
65,689,S
65,758,S
65,778,F
65,876,F
65,905,F
65,99,S
65,992,F
66,125,S
66,193,F
66,354,S
66,752,S
66,877,F
67,194,F
67,314,F
67,715,S
67,756,S
67,847,S
67,964,S
68,157,F
68,259,S
68,351,S
68,449,F
68,46,F
68,564,S
68,570,S
68,573,F
68,68,F
68,716,F
68,72,F
68,902,S
68,939,S
68,943,F
68,961,S
68,962,S
69,103,S
69,138,F
69,155,F
69,167,S
69,227,F
69,286,F
69,292,S
69,509,F
69,527,F
69,599,S
69,600,F
69,726,S
69,74,S
69,744,F
69,745,F
69,754,F
69,873,F
69,912,S
69,942,F
70,250,F
70,505,S
70,569,F
70,628,F
70,813,S
70,845,S
70,965,S
71,13,F
71,225,F
71,248,S
71,36,F
71,37,S
71,469,F
71,528,F
71,534,F
71,627,F
71,848,S
71,869,S
72,226,F
72,251,S
72,257,S
72,408,F
72,501,S
72,565,F
72,633,S
72,718,S
72,851,F
72,996,S
73,320,S
73,345,S
73,347,F
73,382,S
73,499,F
73,504,S
73,505,F
73,720,S
73,901,F
73,938,S
74,468,F
74,529,S
74,626,F
74,715,F
74,852,F
75,103,F
75,161,F
75,201,F
75,227,S
75,320,F
75,352,F
75,447,F
75,509,S
75,849,S
75,850,S
75,936,S
75,971,F
76,100,S
76,230,F
76,321,S
76,474,S
76,508,F
76,589,F
76,880,S
76,914,F
76,937,S
77,373,F
77,45,S
77,664,F
77,932,S
77,939,F
78,107,F
78,231,F
78,290,S
78,318,S
78,323,S
78,405,F
78,416,S
78,594,F
78,624,S
78,901,S
79,280,S
79,443,S
79,690,F
79,821,F
79,945,S
79,967,S
80,155,S
80,35,S
80,377,F
80,437,S
80,476,F
80,571,F
80,63,F
80,635,F
80,782,S
80,882,F
80,911,S
80,938,F
81,139,F
81,166,S
81,31,F
81,312,F
81,350,S
81,36,S
81,378,S
81,64,F
81,811,S
82,11,F
82,129,F
82,163,F
82,380,S
82,385,F
82,663,S
82,8,S
82,909,F
82,940,S
83,160,F
83,41,S
83,507,S
83,604,S
83,625,F
83,629,S
83,660,F
83,684,S
83,691,S
83,71,F
83,840,S
84,129,S
84,15,F
84,249,F
84,285,F
84,373,S
84,381,S
84,407,F
84,44,F
84,467,F
84,527,S
84,566,F
84,661,F
84,786,F
84,8,F
84,842,F
84,871,F
85,105,F
85,106,F
85,191,F
85,291,S
85,356,F
85,376,S
85,407,S
85,410,S
85,595,S
85,68,S
85,749,S
85,904,F
86,104,S
86,167,F
86,38,S
86,409,S
86,472,F
86,567,F
86,694,F
86,727,S
86,814,S
86,843,F
86,876,S
86,914,S
87,11,S
87,128,F
87,499,S
87,77,S
87,776,F
87,781,F
87,868,S
87,906,F
88,105,S
88,133,S
88,356,S
88,439,F
88,788,F
88,996,F
89,139,S
89,256,F
89,262,S
89,287,S
89,289,S
89,412,F
89,434,F
89,475,S
89,480,F
89,566,S
89,600,S
89,654,F
90,131,F
90,223,F
90,249,S
90,43,F
90,498,S
90,599,F
90,689,F
90,755,S
90,756,F
90,820,S
90,907,S
91,130,F
91,292,F
91,376,F
91,500,S
91,501,F
91,592,F
91,592,S
91,717,S
91,73,S
91,875,S
91,899,F
91,97,F
91,995,F
92,126,S
92,31,S
92,34,F
92,659,S
92,660,S
92,746,S
92,751,S
92,874,F
92,930,F
93,102,S
93,197,F
93,342,S
93,538,F
93,561,S
93,682,S
93,724,F
93,779,S
93,845,F
93,995,S
94,189,S
94,253,S
94,40,F
94,44,S
94,465,F
94,531,F
94,568,S
94,719,S
94,747,F
94,77,F
94,968,F
95,476,S
95,479,F
95,497,S
95,503,S
95,634,F
95,662,F
95,685,F
95,714,F
96,164,F
96,287,F
96,325,S
96,440,S
96,445,F
96,511,F
96,653,F
96,666,S
96,784,S
96,819,F
96,872,S
96,882,S
96,905,S
96,98,F
97,170,F
97,201,S
97,346,F
97,411,F
97,417,F
97,635,S
97,665,F
97,7,F
97,70,F
97,807,S
97,878,S
97,943,S
98,194,S
98,200,F
98,532,F
98,651,F
98,657,S
98,815,F
98,998,S
99,34,S
99,380,F
99,5,S
99,562,F
99,622,S
99,789,S
99,95,F
100,313,F
100,620,F
100,627,S
100,631,F
100,651,S
100,786,S
100,807,F
101,226,S
101,255,F
101,260,S
101,385,S
101,474,F
101,511,S
101,780,F
101,809,S
101,934,S
102,138,S
102,506,F
102,718,F
102,72,S
102,720,F
102,75,S
102,912,F
102,940,F
103,161,S
103,188,S
103,379,F
103,436,S
103,503,F
103,507,F
103,510,F
103,568,F
103,590,F
103,62,S
103,67,F
103,787,F
103,873,S
103,93,F
103,969,F
103,997,F
104,173,F
104,456,F
104,547,S
104,610,S
104,612,S
104,640,F
104,699,F
104,700,F
104,765,F
104,979,S
105,17,S
105,174,F
105,23,S
105,266,F
105,328,F
105,481,S
105,515,F
105,855,F
105,918,F
105,981,F
106,110,F
106,209,S
106,239,F
106,423,S
106,425,S
106,457,S
106,546,F
106,766,S
107,17,F
107,175,F
107,176,F
107,326,S
107,329,F
107,392,S
107,516,S
107,517,F
107,549,S
107,791,F
107,793,S
107,857,F
107,983,S
108,144,S
108,390,F
108,426,S
108,487,F
108,607,F
108,611,S
108,640,S
108,643,F
108,733,S
108,949,S
109,143,F
109,19,S
109,453,F
109,47,F
109,484,F
109,50,F
109,513,S
109,514,F
109,636,F
110,237,S
110,238,S
110,420,S
110,517,S
110,518,S
110,550,S
110,671,F
110,763,S
110,822,F
110,824,F
110,890,S
110,950,S
110,951,S
110,978,F
111,16,S
111,265,S
111,295,S
111,426,F
111,519,S
111,580,S
111,608,F
111,672,F
111,704,F
111,761,S
112,549,F
112,667,F
112,669,S
112,674,S
112,793,F
112,81,F
112,886,S
113,299,F
113,330,S
113,361,F
113,483,F
113,672,S
113,698,F
113,705,F
113,890,F
114,297,F
114,364,S
114,420,F
114,515,S
114,578,F
114,762,F
114,797,F
114,85,S
114,889,F
114,982,S
115,424,S
115,548,S
115,792,F
115,856,S
115,887,F
116,358,F
116,545,S
116,605,F
117,16,F
117,296,F
117,331,S
117,391,S
117,548,F
117,828,F
117,886,F
118,116,F
118,18,F
118,298,F
118,333,S
118,485,S
118,516,F
118,577,S
118,605,S
118,734,F
118,885,F
118,891,F
119,110,S
119,332,F
119,388,F
119,451,F
119,550,F
119,78,F
119,794,F
119,855,S
119,946,S
119,980,S
120,142,S
120,204,F
120,329,S
120,450,F
120,574,F
120,575,F
120,641,F
120,670,F
120,730,F
120,731,S
120,887,S
120,889,S
120,950,F
121,113,S
121,146,F
121,176,S
121,208,S
121,233,F
121,362,F
121,641,S
121,673,F
121,79,S
121,824,S
121,85,F
121,917,S
121,920,F
121,953,F
122,109,S
122,668,S
122,736,F
122,796,F
122,884,S
122,885,S
122,888,S
122,948,S
123,208,F
123,298,S
123,423,F
123,52,F
123,701,S
123,822,S
123,83,F
123,853,S
123,951,F
124,112,S
124,271,F
124,332,S
124,359,F
124,364,F
124,393,S
124,419,F
124,576,F
124,581,S
124,642,S
124,798,F
124,856,F
125,209,F
125,391,F
125,488,F
125,575,S
125,606,S
125,637,S
125,642,F
125,733,F
125,736,S
125,915,F
125,977,S
125,981,S
126,140,S
126,174,S
126,207,S
126,240,F
126,393,F
126,454,F
126,760,S
126,84,F
126,922,S
127,145,S
127,19,F
127,202,F
127,236,S
127,388,S
127,455,S
127,482,S
127,643,S
127,670,S
127,698,S
127,730,S
127,825,S
127,946,F
128,111,F
128,142,F
128,21,F
128,233,S
128,264,F
128,389,S
128,419,S
128,422,F
128,638,S
128,669,F
128,700,S
128,797,S
128,83,S
129,114,S
129,21,S
129,295,F
129,296,S
129,299,S
129,326,F
129,453,S
129,48,F
129,484,S
